SNV	cluster0	cluster1	cluster	dcf0	dcf1	dcf2
0	1	0	0	0.31	0.57	0.55
1	1	0	0	0.31	0.57	0.55
2	1	0	0	0.31	0.57	0.55
3	0	1	1	0.069	0.048	0.1
4	1	0	0	0.31	0.57	0.55
5	0	1	1	0.069	0.048	0.1
6	1	0	0	0.31	0.57	0.55
7	1	0	0	0.31	0.57	0.55
8	1	0	0	0.31	0.57	0.55
9	1	0	0	0.31	0.57	0.55
10	1	0	0	0.31	0.57	0.55
11	1	0	0	0.31	0.57	0.55
12	1	6e-05	0	0.31	0.57	0.55
13	0	1	1	0.069	0.048	0.1
14	1	0	0	0.31	0.57	0.55
15	1	0	0	0.31	0.57	0.55
16	1	0	0	0.31	0.57	0.55
17	1	0	0	0.31	0.57	0.55
18	1	0	0	0.31	0.57	0.55
19	1	0	0	0.31	0.57	0.55
20	1	0	0	0.31	0.57	0.55
21	1	0	0	0.31	0.57	0.55
22	1	0	0	0.31	0.57	0.55
23	1	0	0	0.31	0.57	0.55
24	1	0	0	0.31	0.57	0.55
25	0	1	1	0.069	0.048	0.1
26	1	0	0	0.31	0.57	0.55
27	1	0	0	0.31	0.57	0.55
28	1	0	0	0.31	0.57	0.55
29	1	0	0	0.31	0.57	0.55
30	1	0	0	0.31	0.57	0.55
31	1	0	0	0.31	0.57	0.55
32	1	0	0	0.31	0.57	0.55
33	1	0	0	0.31	0.57	0.55
34	1	0	0	0.31	0.57	0.55
35	1	0	0	0.31	0.57	0.55
36	0	1	1	0.069	0.048	0.1
37	1	0	0	0.31	0.57	0.55
38	0	1	1	0.069	0.048	0.1
39	0	1	1	0.069	0.048	0.1
40	1	0	0	0.31	0.57	0.55
41	1	0	0	0.31	0.57	0.55
42	0	1	1	0.069	0.048	0.1
43	1	0	0	0.31	0.57	0.55
44	1	0	0	0.31	0.57	0.55
45	1	0	0	0.31	0.57	0.55
46	0	1	1	0.069	0.048	0.1
47	1	0	0	0.31	0.57	0.55
48	1	0	0	0.31	0.57	0.55
49	1	0	0	0.31	0.57	0.55
50	1	0	0	0.31	0.57	0.55
51	1	0	0	0.31	0.57	0.55
52	1	0	0	0.31	0.57	0.55
53	1	0	0	0.31	0.57	0.55
54	1	0	0	0.31	0.57	0.55
55	1	0	0	0.31	0.57	0.55
56	1	0	0	0.31	0.57	0.55
57	1	0	0	0.31	0.57	0.55
58	0	1	1	0.069	0.048	0.1
59	1	0	0	0.31	0.57	0.55
60	1	0	0	0.31	0.57	0.55
61	1	0	0	0.31	0.57	0.55
62	1	0	0	0.31	0.57	0.55
63	1	0	0	0.31	0.57	0.55
64	1	0	0	0.31	0.57	0.55
65	1	0	0	0.31	0.57	0.55
66	1	0	0	0.31	0.57	0.55
67	1	0	0	0.31	0.57	0.55
68	1	0	0	0.31	0.57	0.55
69	1	0	0	0.31	0.57	0.55
70	0	1	1	0.069	0.048	0.1
71	1	0	0	0.31	0.57	0.55
72	1	0	0	0.31	0.57	0.55
73	1	0	0	0.31	0.57	0.55
74	0	1	1	0.069	0.048	0.1
75	1	0	0	0.31	0.57	0.55
76	1	0	0	0.31	0.57	0.55
77	1	0	0	0.31	0.57	0.55
78	1	0	0	0.31	0.57	0.55
79	1	0	0	0.31	0.57	0.55
80	1	0	0	0.31	0.57	0.55
81	1	0	0	0.31	0.57	0.55
82	1	0	0	0.31	0.57	0.55
83	1	0	0	0.31	0.57	0.55
84	1	0	0	0.31	0.57	0.55
85	0	1	1	0.069	0.048	0.1
86	1	0	0	0.31	0.57	0.55
87	1	0	0	0.31	0.57	0.55
88	1	0	0	0.31	0.57	0.55
89	1	0	0	0.31	0.57	0.55
90	1	0	0	0.31	0.57	0.55
91	1	0	0	0.31	0.57	0.55
92	1	0	0	0.31	0.57	0.55
93	1	0	0	0.31	0.57	0.55
94	1	0	0	0.31	0.57	0.55
95	1	0	0	0.31	0.57	0.55
96	1	0	0	0.31	0.57	0.55
97	1	0	0	0.31	0.57	0.55
98	1	0	0	0.31	0.57	0.55
99	1	0	0	0.31	0.57	0.55
100	1	0	0	0.31	0.57	0.55
101	1	0	0	0.31	0.57	0.55
102	1	0	0	0.31	0.57	0.55
103	1	0	0	0.31	0.57	0.55
104	0	1	1	0.069	0.048	0.1
105	0	1	1	0.069	0.048	0.1
106	1	0	0	0.31	0.57	0.55
107	0	1	1	0.069	0.048	0.1
108	1	0	0	0.31	0.57	0.55
109	1	0	0	0.31	0.57	0.55
110	0	1	1	0.069	0.048	0.1
111	1	0	0	0.31	0.57	0.55
112	1	0	0	0.31	0.57	0.55
113	1	0	0	0.31	0.57	0.55
114	1	0	0	0.31	0.57	0.55
115	1	0	0	0.31	0.57	0.55
116	1	0	0	0.31	0.57	0.55
117	1	0	0	0.31	0.57	0.55
118	1	0	0	0.31	0.57	0.55
119	1	0	0	0.31	0.57	0.55
120	1	0	0	0.31	0.57	0.55
121	1	0	0	0.31	0.57	0.55
122	0	1	1	0.069	0.048	0.1
123	1	0	0	0.31	0.57	0.55
124	1	0	0	0.31	0.57	0.55
125	1	0	0	0.31	0.57	0.55
126	1	0	0	0.31	0.57	0.55
127	1	0	0	0.31	0.57	0.55
128	1	0	0	0.31	0.57	0.55
129	1	0	0	0.31	0.57	0.55
130	0	1	1	0.069	0.048	0.1
131	1	0	0	0.31	0.57	0.55
132	1	0	0	0.31	0.57	0.55
133	1	0	0	0.31	0.57	0.55
134	1	0	0	0.31	0.57	0.55
135	0	1	1	0.069	0.048	0.1
136	0	1	1	0.069	0.048	0.1
137	0	1	1	0.069	0.048	0.1
138	0	1	1	0.069	0.048	0.1
139	1	0	0	0.31	0.57	0.55
140	1	0	0	0.31	0.57	0.55
141	0	1	1	0.069	0.048	0.1
142	0	1	1	0.069	0.048	0.1
143	1	0	0	0.31	0.57	0.55
144	1	0	0	0.31	0.57	0.55
145	1	0	0	0.31	0.57	0.55
146	1	0	0	0.31	0.57	0.55
147	1	0	0	0.31	0.57	0.55
148	1	0	0	0.31	0.57	0.55
149	1	0	0	0.31	0.57	0.55
150	1	0	0	0.31	0.57	0.55
151	0	1	1	0.069	0.048	0.1
152	0	1	1	0.069	0.048	0.1
153	1	0	0	0.31	0.57	0.55
154	1	0	0	0.31	0.57	0.55
155	0	1	1	0.069	0.048	0.1
156	1	0	0	0.31	0.57	0.55
157	1	0	0	0.31	0.57	0.55
158	1	0	0	0.31	0.57	0.55
159	0	1	1	0.069	0.048	0.1
160	1	0	0	0.31	0.57	0.55
161	1	0	0	0.31	0.57	0.55
162	1	0	0	0.31	0.57	0.55
163	1	0	0	0.31	0.57	0.55
164	1	0	0	0.31	0.57	0.55
165	1	0	0	0.31	0.57	0.55
166	1	0	0	0.31	0.57	0.55
167	1	0	0	0.31	0.57	0.55
168	1	0	0	0.31	0.57	0.55
169	0	1	1	0.069	0.048	0.1
170	1.3e-06	1	1	0.069	0.048	0.1
171	0	1	1	0.069	0.048	0.1
172	1	0	0	0.31	0.57	0.55
173	0	1	1	0.069	0.048	0.1
174	1	0	0	0.31	0.57	0.55
175	1	0	0	0.31	0.57	0.55
176	1	1.6e-05	0	0.31	0.57	0.55
177	1	0	0	0.31	0.57	0.55
178	1	0	0	0.31	0.57	0.55
179	1	0	0	0.31	0.57	0.55
180	1	0	0	0.31	0.57	0.55
181	1	0	0	0.31	0.57	0.55
182	1	0	0	0.31	0.57	0.55
183	1	0	0	0.31	0.57	0.55
184	0	1	1	0.069	0.048	0.1
185	1	0	0	0.31	0.57	0.55
186	1	0	0	0.31	0.57	0.55
187	1	0	0	0.31	0.57	0.55
188	1	0	0	0.31	0.57	0.55
189	1	0	0	0.31	0.57	0.55
190	1	0	0	0.31	0.57	0.55
191	1	0	0	0.31	0.57	0.55
192	0	1	1	0.069	0.048	0.1
193	0	1	1	0.069	0.048	0.1
194	1	0	0	0.31	0.57	0.55
195	1	0	0	0.31	0.57	0.55
196	1	0	0	0.31	0.57	0.55
197	1	0	0	0.31	0.57	0.55
198	0.00021	1	1	0.069	0.048	0.1
199	1	0	0	0.31	0.57	0.55
200	1	0	0	0.31	0.57	0.55
201	1	0	0	0.31	0.57	0.55
202	1	0	0	0.31	0.57	0.55
203	0.00019	1	1	0.069	0.048	0.1
204	1	0	0	0.31	0.57	0.55
205	1	0	0	0.31	0.57	0.55
206	1	0	0	0.31	0.57	0.55
207	1	0	0	0.31	0.57	0.55
208	1	0	0	0.31	0.57	0.55
209	1	0	0	0.31	0.57	0.55
210	1	0	0	0.31	0.57	0.55
211	1	0	0	0.31	0.57	0.55
212	1	0	0	0.31	0.57	0.55
213	1	0	0	0.31	0.57	0.55
214	1	0	0	0.31	0.57	0.55
215	1	0	0	0.31	0.57	0.55
