SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1
0	1	0	0	0	0	0	0.48	0.31
1	1	0	0	0	0	0	0.48	0.31
2	1	0	0	0	0	0	0.48	0.31
3	0	0	1	0	0	2	0.058	0.29
4	0	1	0	0	0	1	0	0.12
5	1	0	0	0	0	0	0.48	0.31
6	1	0	0	0	0	0	0.48	0.31
7	0	1	0	0	0	1	0	0.12
8	1	0	0	0	0	0	0.48	0.31
9	1	0	0	0	0	0	0.48	0.31
10	0	0	0	1	2.6e-06	3	0.11	0
11	0	1	0	0	0	1	0	0.12
12	1	0	0	0	0	0	0.48	0.31
13	0	0	0	1	0.00027	3	0.11	0
14	1	0	0	0	0	0	0.48	0.31
15	1	0	0	0	0	0	0.48	0.31
16	0	0	1	0	0	2	0.058	0.29
17	1	0	0	0	0	0	0.48	0.31
18	1	0	0	0	0	0	0.48	0.31
19	1	0	4.6e-05	0	0	0	0.48	0.31
20	1	0	0	0	0	0	0.48	0.31
21	1	0	0	0	0	0	0.48	0.31
22	1	0	0	0	0	0	0.48	0.31
23	1	0	0	0	0	0	0.48	0.31
24	0	1	0.00021	0	0	1	0	0.12
25	0	0	0	1	0	3	0.11	0
26	1	0	0	0	0	0	0.48	0.31
27	1	0	0	0	0	0	0.48	0.31
28	0	0	1	0	0	2	0.058	0.29
29	1	0	0	0	0	0	0.48	0.31
30	0	0	0	0.056	0.94	4	0.21	0
31	1	0	0	0	0	0	0.48	0.31
32	0	1	0.00063	0	0	1	0	0.12
33	1	0	0	0	0	0	0.48	0.31
34	1	0	0	0	0	0	0.48	0.31
35	1	0	0	0	0	0	0.48	0.31
36	1	0	0	0	0	0	0.48	0.31
37	0	1	0	0	0	1	0	0.12
38	1	0	0	0	0	0	0.48	0.31
39	0	0	1	0	0	2	0.058	0.29
40	1	0	0	0	0	0	0.48	0.31
41	0	0	0	0.61	0.39	3	0.11	0
42	1	0	0	0	0	0	0.48	0.31
43	1	0	0	0	0	0	0.48	0.31
44	1	0	0	0	0	0	0.48	0.31
45	1	0	0	0	0	0	0.48	0.31
46	0	0	0	1	0.0025	3	0.11	0
47	0	1	0	0	0	1	0	0.12
48	0	1	0	0	0	1	0	0.12
49	0	0	1	0	0	2	0.058	0.29
50	0	0	1	0	0	2	0.058	0.29
51	0	0	0	1	0.0011	3	0.11	0
52	0	0	0	0	1	4	0.21	0
53	0	0	0	1	0	3	0.11	0
54	1	0	0	0	0	0	0.48	0.31
55	0	0	1	0	0	2	0.058	0.29
56	0	0	0	1	4e-06	3	0.11	0
57	1	0	0	0	0	0	0.48	0.31
58	0	0	0	0.0065	0.99	4	0.21	0
59	0	0	0	1	0	3	0.11	0
60	1	0	0	0	0	0	0.48	0.31
61	1	0	7.6e-05	0	0	0	0.48	0.31
62	0	0	1	0	0	2	0.058	0.29
63	0	1	0	0	0	1	0	0.12
64	0	1	0	0	0	1	0	0.12
65	0	0	0	1	0	3	0.11	0
66	1	0	0	0	0	0	0.48	0.31
67	1	0	0	0	0	0	0.48	0.31
68	0	0	0	0.00011	1	4	0.21	0
69	0	0	1	0	0	2	0.058	0.29
70	0	0	0	0.001	1	4	0.21	0
71	0	1	0	0	0	1	0	0.12
72	0	1	0	0	0	1	0	0.12
73	0	0	0	0	1	4	0.21	0
74	0	0	0	0.042	0.96	4	0.21	0
75	1	0	0	0	0	0	0.48	0.31
76	0	1	0.00038	0	0	1	0	0.12
