SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1
0	0	0	1	0	0	2	0.11	0
1	0	0	0.98	0.022	0	2	0.11	0
2	1	0	0	0	0	0	0.19	0.25
3	0.0044	0	0	1	0	3	0.19	0.028
4	0.00013	0	1	0	0	2	0.11	0
5	0	0	0	1	0	3	0.19	0.028
6	1	0	0	0	0	0	0.19	0.25
7	0	0	0	1	0	3	0.19	0.028
8	1	0	0	0	0	0	0.19	0.25
9	1	0	0	0	0	0	0.19	0.25
10	1	0	0	4.7e-05	0	0	0.19	0.25
11	1	0	0	0	0	0	0.19	0.25
12	1	0	0	0	0	0	0.19	0.25
13	1	0	0	0	0	0	0.19	0.25
14	1	0	0	0	0	0	0.19	0.25
15	1	0	0	0.00067	0	0	0.19	0.25
16	0	1	0	0	0	1	0	0.14
17	0	1	0	0	0	1	0	0.14
18	1	0	0	0	0	0	0.19	0.25
19	1	0	0	0	0	0	0.19	0.25
20	1	0	0	0	0	0	0.19	0.25
21	0	1	0	0	0	1	0	0.14
22	0.0071	0	0	0.99	0	3	0.19	0.028
23	1	0	0	0	0	0	0.19	0.25
24	1	0	0	0	0	0	0.19	0.25
25	1	0	0	0	0	0	0.19	0.25
26	0	1	0	0	0	1	0	0.14
27	0	1	0	0	0	1	0	0.14
28	0	1	0	0	0	1	0	0.14
29	0.98	0	0	0.017	0	0	0.19	0.25
30	1	0	0	0	0	0	0.19	0.25
31	1	0	0	0	0	0	0.19	0.25
32	1	0	0	0	0	0	0.19	0.25
33	1	0	0	0	0	0	0.19	0.25
34	1	0	0	0	0	0	0.19	0.25
35	1	0	0	2e-05	0	0	0.19	0.25
36	0	1	0	0	0	1	0	0.14
37	1	0	0	0	0	0	0.19	0.25
38	1	0	0	0	0	0	0.19	0.25
39	1	0	0	0	0	0	0.19	0.25
40	1	0	0	0	0	0	0.19	0.25
41	5.6e-06	0	0	1	0	3	0.19	0.028
42	1	0	0	0	0	0	0.19	0.25
43	0	1	0	0	0	1	0	0.14
44	1	0	0	0	0	0	0.19	0.25
45	1	0	0	0	0	0	0.19	0.25
46	0	1	0	0	0	1	0	0.14
47	0	0	1	1.8e-05	0	2	0.11	0
48	0.97	0	0	0.025	0	0	0.19	0.25
49	0	1	0	0	0	1	0	0.14
50	0	0	1	0	0	2	0.11	0
51	0	0	1	0	0	2	0.11	0
52	0	0	0	0	1	4	0.81	0.25
53	0	0	1	0	0	2	0.11	0
54	1	0	0	0	0	0	0.19	0.25
55	1	0	0	0	0	0	0.19	0.25
56	0	0	0	1	0	3	0.19	0.028
57	0	1	0	0	0	1	0	0.14
58	1	0	0	0	0	0	0.19	0.25
59	1	0	0	0	0	0	0.19	0.25
60	0	0	1	0	0	2	0.11	0
61	0	0	1	4.7e-05	0	2	0.11	0
62	0	0	1	0.00013	0	2	0.11	0
63	1	0	0	0	0	0	0.19	0.25
64	1	0	0	0	0	0	0.19	0.25
65	1	0	0	0	0	0	0.19	0.25
66	1	0	0	0	0	0	0.19	0.25
67	0	0	1	0.00037	0	2	0.11	0
68	1	0	0	0	0	0	0.19	0.25
69	1	0	0	0	0	0	0.19	0.25
70	1	0	0	0	0	0	0.19	0.25
71	1	0	0	0	0	0	0.19	0.25
72	1	0	0	0	0	0	0.19	0.25
73	1	0	0	0	0	0	0.19	0.25
74	1	0	0	0	0	0	0.19	0.25
75	1	0	0	0	0	0	0.19	0.25
76	1	0	0	0	0	0	0.19	0.25
77	1	0	0	0	0	0	0.19	0.25
78	1	0	0	0	0	0	0.19	0.25
79	1	0	0	0	0	0	0.19	0.25
80	1	0	0	0	0	0	0.19	0.25
81	1	0	0	0	0	0	0.19	0.25
82	1	0	0	0	0	0	0.19	0.25
83	1	0	0	0	0	0	0.19	0.25
84	1	0	0	0	0	0	0.19	0.25
85	0	0	0.99	0.0057	0	2	0.11	0
86	1	0	0	0	0	0	0.19	0.25
87	0	0	1	0.0006	0	2	0.11	0
88	1	0	0	0	0	0	0.19	0.25
89	1	0	0	0	0	0	0.19	0.25
90	1	0	0	0	0	0	0.19	0.25
91	0	0	1	0.001	0	2	0.11	0
92	0	0	1	2.8e-05	0	2	0.11	0
93	0.00091	0	0	1	0	3	0.19	0.028
94	1	0	0	0	0	0	0.19	0.25
95	1	0	0	0	0	0	0.19	0.25
96	0.011	0.99	0	2e-06	0	1	0	0.14
97	0.8	0.2	0	0	0	0	0.19	0.25
98	1	0	0	0	1.8e-05	0	0.19	0.25
99	1	0	0	0	0	0	0.19	0.25
100	1	0	0	0	0	0	0.19	0.25
101	1	0	0	0	0	0	0.19	0.25
102	0	0	0	1	0	3	0.19	0.028
103	0.00014	1	0	0	0	1	0	0.14
104	1	0	0	0.004	0	0	0.19	0.25
105	1	0	0	0	0	0	0.19	0.25
106	1	0	0	0	0	0	0.19	0.25
107	1	0	0	0	0	0	0.19	0.25
108	0	0	0	1	0	3	0.19	0.028
109	1	0	0	0	0	0	0.19	0.25
110	0	1	0	0	0	1	0	0.14
111	1	0	0	0	0	0	0.19	0.25
112	0	1	0	0	0	1	0	0.14
113	1	0	0	7.2e-05	0	0	0.19	0.25
114	7.2e-05	1	0	2.3e-05	0	1	0	0.14
115	1	0	0	0	0.004	0	0.19	0.25
116	1	0	0	0	0	0	0.19	0.25
117	0	0	0.99	0.013	0	2	0.11	0
118	1	0	0	0	0	0	0.19	0.25
119	1	0	0	0	0	0	0.19	0.25
120	1	0	0	0	0	0	0.19	0.25
121	0	0	0.95	0.047	0	2	0.11	0
122	0	1	0	0	0	1	0	0.14
123	0	0	1	0	0	2	0.11	0
124	1	0	0	0	0	0	0.19	0.25
125	1	0	0	0	0	0	0.19	0.25
126	0	0	0	0	1	4	0.81	0.25
127	1	0	0	0	0	0	0.19	0.25
128	1	0	0	0	0	0	0.19	0.25
129	1	0	0	0	0	0	0.19	0.25
130	1	0	0	0	0	0	0.19	0.25
131	1	0	0	0	0.00026	0	0.19	0.25
132	0	1	0	0	0	1	0	0.14
133	1	0	0	0	0	0	0.19	0.25
134	1	0	0	0	0	0	0.19	0.25
135	1	0	0	0	0	0	0.19	0.25
136	0	0	0	1	0	3	0.19	0.028
137	1	0	0	0	0	0	0.19	0.25
138	1	0	0	0.00021	0	0	0.19	0.25
139	1	0	0	0	0	0	0.19	0.25
140	2.5e-06	0	0.65	0.35	0	2	0.11	0
141	0.4	0.6	0	0	0	1	0	0.14
142	0.92	0.083	0	0	0	0	0.19	0.25
143	0.41	0.59	0	0	0	1	0	0.14
144	1	0	0	0	0	0	0.19	0.25
145	1	0	0	0	0	0	0.19	0.25
146	1	0	0	0	0	0	0.19	0.25
147	0	1	0	0	0	1	0	0.14
