SNV	cluster0	cluster	dcf0	dcf1
0	1	0	0.32	0.38
1	1	0	0.32	0.38
2	1	0	0.32	0.38
3	1	0	0.32	0.38
4	1	0	0.32	0.38
5	1	0	0.32	0.38
6	1	0	0.32	0.38
7	1	0	0.32	0.38
8	1	0	0.32	0.38
9	1	0	0.32	0.38
10	1	0	0.32	0.38
11	1	0	0.32	0.38
12	1	0	0.32	0.38
13	1	0	0.32	0.38
14	1	0	0.32	0.38
15	1	0	0.32	0.38
16	1	0	0.32	0.38
17	1	0	0.32	0.38
18	1	0	0.32	0.38
19	1	0	0.32	0.38
20	1	0	0.32	0.38
21	1	0	0.32	0.38
22	1	0	0.32	0.38
23	1	0	0.32	0.38
24	1	0	0.32	0.38
25	1	0	0.32	0.38
26	1	0	0.32	0.38
27	1	0	0.32	0.38
28	1	0	0.32	0.38
29	1	0	0.32	0.38
30	1	0	0.32	0.38
31	1	0	0.32	0.38
32	1	0	0.32	0.38
33	1	0	0.32	0.38
34	1	0	0.32	0.38
35	1	0	0.32	0.38
36	1	0	0.32	0.38
37	1	0	0.32	0.38
38	1	0	0.32	0.38
39	1	0	0.32	0.38
40	1	0	0.32	0.38
41	1	0	0.32	0.38
42	1	0	0.32	0.38
43	1	0	0.32	0.38
44	1	0	0.32	0.38
45	1	0	0.32	0.38
46	1	0	0.32	0.38
47	1	0	0.32	0.38
48	1	0	0.32	0.38
49	1	0	0.32	0.38
50	1	0	0.32	0.38
51	1	0	0.32	0.38
52	1	0	0.32	0.38
53	1	0	0.32	0.38
54	1	0	0.32	0.38
55	1	0	0.32	0.38
56	1	0	0.32	0.38
57	1	0	0.32	0.38
58	1	0	0.32	0.38
59	1	0	0.32	0.38
60	1	0	0.32	0.38
61	1	0	0.32	0.38
62	1	0	0.32	0.38
63	1	0	0.32	0.38
64	1	0	0.32	0.38
65	1	0	0.32	0.38
66	1	0	0.32	0.38
67	1	0	0.32	0.38
68	1	0	0.32	0.38
69	1	0	0.32	0.38
70	1	0	0.32	0.38
71	1	0	0.32	0.38
72	1	0	0.32	0.38
73	1	0	0.32	0.38
74	1	0	0.32	0.38
75	1	0	0.32	0.38
76	1	0	0.32	0.38
77	1	0	0.32	0.38
78	1	0	0.32	0.38
79	1	0	0.32	0.38
80	1	0	0.32	0.38
81	1	0	0.32	0.38
82	1	0	0.32	0.38
83	1	0	0.32	0.38
84	1	0	0.32	0.38
85	1	0	0.32	0.38
86	1	0	0.32	0.38
87	1	0	0.32	0.38
88	1	0	0.32	0.38
89	1	0	0.32	0.38
90	1	0	0.32	0.38
91	1	0	0.32	0.38
92	1	0	0.32	0.38
93	1	0	0.32	0.38
94	1	0	0.32	0.38
95	1	0	0.32	0.38
96	1	0	0.32	0.38
97	1	0	0.32	0.38
98	1	0	0.32	0.38
99	1	0	0.32	0.38
100	1	0	0.32	0.38
101	1	0	0.32	0.38
102	1	0	0.32	0.38
103	1	0	0.32	0.38
104	1	0	0.32	0.38
105	1	0	0.32	0.38
106	1	0	0.32	0.38
107	1	0	0.32	0.38
108	1	0	0.32	0.38
109	1	0	0.32	0.38
110	1	0	0.32	0.38
111	1	0	0.32	0.38
112	1	0	0.32	0.38
113	1	0	0.32	0.38
114	1	0	0.32	0.38
115	1	0	0.32	0.38
116	1	0	0.32	0.38
117	1	0	0.32	0.38
118	1	0	0.32	0.38
119	1	0	0.32	0.38
120	1	0	0.32	0.38
121	1	0	0.32	0.38
122	1	0	0.32	0.38
123	1	0	0.32	0.38
124	1	0	0.32	0.38
125	1	0	0.32	0.38
126	1	0	0.32	0.38
127	1	0	0.32	0.38
128	1	0	0.32	0.38
129	1	0	0.32	0.38
130	1	0	0.32	0.38
131	1	0	0.32	0.38
132	1	0	0.32	0.38
133	1	0	0.32	0.38
134	1	0	0.32	0.38
135	1	0	0.32	0.38
136	1	0	0.32	0.38
137	1	0	0.32	0.38
138	1	0	0.32	0.38
139	1	0	0.32	0.38
140	1	0	0.32	0.38
141	1	0	0.32	0.38
142	1	0	0.32	0.38
143	1	0	0.32	0.38
144	1	0	0.32	0.38
145	1	0	0.32	0.38
146	1	0	0.32	0.38
147	1	0	0.32	0.38
148	1	0	0.32	0.38
149	1	0	0.32	0.38
150	1	0	0.32	0.38
