SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1
0	0.0011	0.071	0	0	0	0.0011	0.009	0	0	0.92	0	0	9	0.14	0.093
1	0	0	0	0	0	0	0	0	0	0	0	1	11	0.12	0
2	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
3	0	0	0	0	0.0011	0	0.91	0	0	0.088	0.0028	0	6	0.14	0.14
4	0	0	0	0	0.27	0	0.13	0	0	0.61	2.2e-06	0	9	0.14	0.093
5	0	0	0.018	0	0	0	0.98	0	3.8e-06	0.0001	0	0	6	0.14	0.14
6	0	0	0.04	0	0.0041	0	0.92	0	0	0.035	5.6e-06	0	6	0.14	0.14
7	0.5	0	0	0	5.6e-06	0.5	9.5e-06	0	0	4.1e-06	0	0	0	0.016	0.093
8	0.005	0.99	0	0	0	0.005	0	0	0	0	0	0	1	0	0.093
9	0	0	0	0	0	0	0	0	0	0	0	1	11	0.12	0
10	0	0	3.2e-05	0	0.071	0	0.48	0	6.5e-05	0.44	0.019	0	6	0.14	0.14
11	0	0	0	0	0.73	0	0.0025	0	0	0.27	4.1e-05	0	4	0.12	0.078
12	0	0	0	0	0	0	1	0	0	0.00014	0	0	6	0.14	0.14
13	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
14	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
15	0.029	0.94	0	0	0	0.029	0	0	0	0	0	0	1	0	0.093
16	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
17	0	0	0	0	0.35	0	0.029	0	0	0.62	8.5e-06	0	9	0.14	0.093
18	0	0	0.0014	0	0	0	1	0	0.00071	9.2e-05	4.9e-06	0	6	0.14	0.14
19	0	0	0.0079	0	0	0	0.99	0	0	0	0	0	6	0.14	0.14
20	9.2e-05	0	0.00044	0	0.25	9.2e-05	0.34	0	0	0.42	7.8e-05	0	9	0.14	0.093
21	0	0	0	0	0.02	0	0.54	0	0	0.44	0.00033	0	6	0.14	0.14
22	0	0	0	0	0.0037	0	0.88	0	0	0.11	2.8e-05	0	6	0.14	0.14
23	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
24	0	0	0.035	0	1.3e-05	0	0.96	0	6e-06	0.0012	2.1e-06	0	6	0.14	0.14
25	0	0	0	0	0.19	0	0.053	0	0	0.75	1.2e-05	0	9	0.14	0.093
26	0	0	0.092	0	1.8e-05	0	0.91	0	0	0.0012	0	0	6	0.14	0.14
27	0	0	0	0	0.33	0	0.067	0	5.6e-06	0.57	0.026	0	9	0.14	0.093
28	0	0	0.0018	0	0.00088	0	0.94	0	0.028	0.026	0.003	0	6	0.14	0.14
29	0	0	0	0	0.31	0	0.049	0	0	0.62	0.021	0	9	0.14	0.093
30	0	0	0	0	0.15	0	0.1	0	0	0.74	0.00032	0	9	0.14	0.093
31	0	0	0	0	0.34	0	0.043	0	0	0.61	0.0031	0	9	0.14	0.093
32	0.5	0	8.7e-06	0	0.0047	0.5	0.0013	0	0	0.0026	0	0	0	0.016	0.093
33	0.023	0.95	0	0	0	0.023	0	0	0	0	0	0	1	0	0.093
34	0	0	0.023	0	0	0	0.98	0	6e-06	3e-06	0	0	6	0.14	0.14
35	0.5	0	0	0	8.8e-05	0.5	1.4e-05	0	0	3.1e-05	0	0	0	0.016	0.093
36	0	0	0	0	0.012	0	0.73	0	0	0.26	2.5e-05	0	6	0.14	0.14
37	0	0	0	0	0	0	0	0	0	0	0	1	11	0.12	0
38	0	0	2.4e-05	0	0.19	0	0.29	0	0	0.52	0.00069	0	9	0.14	0.093
39	0	0	0.00068	0	0.048	0	0.71	0	0	0.25	0.00045	0	6	0.14	0.14
40	0	0	0	0	0	0	0	0	0	0	0	1	11	0.12	0
41	0	0	0.22	0	0	0	0.78	0	0	0	0	0	6	0.14	0.14
42	0	0	0.015	0	0	0	0.98	0	0	0	0	0	6	0.14	0.14
43	0	0	0	0	3.2e-05	0	0	0	0	3.7e-06	0	1	11	0.12	0
44	0	0	0.0059	0	0	0	0.99	0	0	0	0	0	6	0.14	0.14
45	0	0	0.083	0	1e-05	0	0.92	0	8.1e-06	0.00032	0	0	6	0.14	0.14
46	0	0	0.001	0	0.0029	0	0.95	0	0	0.051	7.1e-05	0	6	0.14	0.14
47	5.4e-05	0	0.0038	0	0.047	5.4e-05	0.66	0	0.003	0.28	0.0048	0	6	0.14	0.14
48	0.5	0	0	0	0	0.5	0	0	0	0	2.9e-06	0	0	0.016	0.093
49	0	0	0	0	0.45	0	0.021	0	0	0.53	0.0001	0	9	0.14	0.093
50	0.5	0	0	0	0	0.5	0	0	0	0	0.00013	0	0	0.016	0.093
51	0	0	0	0	0.23	0	0.014	0	0	0.75	0.00042	0	9	0.14	0.093
52	0	0	0	0	0.58	0	0.0043	0	0	0.41	0.0059	0	4	0.12	0.078
53	0	0	4.9e-06	0	0.0019	0	0.91	0	0	0.086	9.6e-06	0	6	0.14	0.14
54	0	0	5.9e-05	0	0.029	0	0.69	0	0	0.29	6.1e-05	0	6	0.14	0.14
55	0	0	0	0	0.37	0	0.0084	0	0	0.62	0	0	9	0.14	0.093
56	0	0	0	0	0.41	0	0.0026	0	0	0.59	0.0015	0	9	0.14	0.093
57	0	0	2e-06	0	0.00018	0	0.98	0	0	0.023	1.2e-06	0	6	0.14	0.14
58	0.5	0	0	0	0	0.5	0	0	0	0	3.8e-05	0	0	0.016	0.093
59	0	0	0	0	1.1e-05	0	0	0	0	2.5e-06	0	1	11	0.12	0
60	0	0	0	0	0.15	0	0.048	0	0	0.79	0.0088	0	9	0.14	0.093
61	0	0	0	0	0.37	0	0.026	0	0	0.6	0.00014	0	9	0.14	0.093
62	0	0	1.4e-05	0	0.19	0	0.17	0	3.9e-06	0.63	0.012	0	9	0.14	0.093
63	0.5	0	0.0001	0	0.00054	0.5	0.00092	0	0	0.0007	0	0	0	0.016	0.093
64	0	0	0	0	1.2e-06	0	0	0	0	0	0	1	11	0.12	0
65	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
66	0	0	0	0	0.63	0	0.002	0	0	0.37	0.00029	0	4	0.12	0.078
67	0	0	0	0	0.48	0	0.0013	0	0	0.52	6.1e-05	0	9	0.14	0.093
68	0	0	9.2e-05	0	0.14	0	0.34	0	0	0.52	0.00034	0	9	0.14	0.093
69	0	0	0	0	0.54	0	0.00014	0	0	0.46	0.00013	0	4	0.12	0.078
70	0	0	0	0	0.93	0	3.1e-06	0	0	0.067	0	0	4	0.12	0.078
71	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
72	0	0	0	0	0.74	0	9.1e-05	0	0	0.26	1.6e-05	0	4	0.12	0.078
73	0	0	1.8e-06	0	0.21	0	0.11	0	0	0.67	0.0076	0	9	0.14	0.093
74	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.016	0.093
75	0.0031	0	0.042	0	0.041	0.0031	0.74	0	2e-06	0.18	0.00012	0	6	0.14	0.14
76	0	0	0.00012	0	0.18	0	0.23	0	3.9e-05	0.57	0.011	0	9	0.14	0.093
77	0	0	0	0	0.017	0	0.25	0	0.00022	0.69	0.044	0	9	0.14	0.093
78	0	0	0	0	4.4e-06	0	0.038	0	1.3e-06	0.95	0.015	0	9	0.14	0.093
79	0.5	0	0	0	0	0.5	0	0	0	0	6.1e-06	0	0	0.016	0.093
80	0.5	0	0	0	0	0.5	0	0	0	0	3.9e-06	0	0	0.016	0.093
81	0	0	0	0	0.12	0	0.0055	0	0	0.79	0.089	0	9	0.14	0.093
82	0.003	0.072	0	0	0	0.003	0.0021	0	0	0.92	0	0	9	0.14	0.093
83	0	0	0	0	0	0	0.00042	0	1	0	0	0	8	0.3	0.22
84	0	0	0	0	1.3e-06	0	0.0029	0	0	0.98	0.021	0	9	0.14	0.093
85	0.37	0	1.8e-05	0	0.063	0.37	0.0051	0	0	0.034	0.17	0	0	0.016	0.093
86	0	0	0	0	0.0012	0	0.038	0	2.1e-06	0.93	0.03	0	9	0.14	0.093
87	0	0	0	0	0.38	0	0.011	0	0	0.61	0.00023	0	9	0.14	0.093
88	0	0	0	0	0.00021	0	0	0	0	5.4e-05	0	1	11	0.12	0
89	0	0	0	0	0.36	0	0.012	0	0	0.62	0.0059	0	9	0.14	0.093
90	0	0	0	0	0.28	0	0.021	0	0	0.7	2e-05	0	9	0.14	0.093
91	0	0	0.00021	0	0.07	0	0.55	0	0	0.38	0.00011	0	6	0.14	0.14
92	0	0	0	0	0.47	0	0.017	0	0	0.51	1.2e-05	0	9	0.14	0.093
93	0	0	0.0021	0	0.0057	0	0.89	0	9.3e-05	0.1	0.0011	0	6	0.14	0.14
94	0	0	0	0	0.52	0	0.0042	0	0	0.47	2.9e-05	0	4	0.12	0.078
95	0	0	0	0	0.26	0	0.03	0	0	0.71	0.0011	0	9	0.14	0.093
